Macs,IPs,ACKs
00:23:12:25:3b:c1,10.173.215.94,1
00:23:12:25:49:8e,10.173.215.116,1
04:0c:ce:1b:43:24,10.173.220.129,3
04:0c:ce:1b:46:03,10.101.223.28,1
04:0c:ce:1b:46:6a,10.171.219.75,1
04:0c:ce:1b:44:e1,10.171.219.51,3
04:0c:ce:1b:45:6f,10.131.223.132,1
00:1e:c2:be:5b:84,10.173.215.99,1
04:0c:ce:1b:4b:dc,10.146.222.190,1
d8:c7:c8:c9:d0:40,10.113.107.122,1
04:0c:ce:1b:43:33,10.146.222.201,1
04:0c:ce:1b:3d:02,10.126.221.204,1
00:23:12:25:36:6c,10.173.214.90,1
00:23:12:25:5f:cc,10.171.205.234,1
00:23:12:25:64:a2,10.145.220.206,1
00:23:12:25:3a:f1,10.115.220.78,1
00:23:12:25:46:b6,10.172.217.69,1
04:0c:ce:1b:46:c4,10.126.221.218,1
04:0c:ce:1b:42:59,10.143.222.38,2
04:0c:ce:1b:45:ce,10.103.223.82,2
04:0c:ce:1b:3d:60,10.143.221.148,1
04:0c:ce:1b:39:e3,10.103.223.22,8
04:0c:ce:1b:3d:22,10.144.222.84,1
00:25:4b:95:2c:f0,10.111.221.211,1
44:2a:60:db:a3:c6,10.119.223.62,1
c8:bc:c8:bf:c2:6a,10.123.222.89,1
04:0c:ce:1b:41:c9,10.101.223.57,3
00:23:12:25:64:f8,10.144.220.73,2
04:0c:ce:1b:3c:18,10.145.221.250,2
2c:f0:ee:1e:af:f8,10.106.221.63,1
b0:10:41:17:54:b1,10.146.221.44,1
2c:f0:ee:1e:58:a0,10.106.221.68,1
2c:f0:ee:1e:58:56,10.106.221.58,1
2c:f0:ee:23:06:b4,10.106.221.53,1
2c:f0:ee:1e:a1:a0,10.106.221.65,1
2c:f0:ee:22:49:9c,10.106.221.61,1
2c:f0:ee:1e:92:96,10.106.221.55,1
2c:f0:ee:21:e8:1e,10.106.221.64,1
2c:f0:ee:23:09:1e,10.106.221.60,1
2c:f0:ee:23:0a:5c,10.106.221.54,1
00:23:12:25:4a:84,10.171.206.68,1
04:0c:ce:1b:39:7d,10.146.222.145,1
04:0c:ce:1b:44:77,10.145.222.101,1
00:23:12:25:61:f8,10.173.215.95,1
04:0c:ce:1b:47:5b,10.171.219.59,1
00:23:32:9e:e2:c0,10.172.126.51,2
00:23:12:25:66:81,10.172.223.23,2
c8:bc:c8:c0:aa:66,10.109.221.137,2
b4:b5:2f:f7:e0:95,10.171.79.24,1
04:0c:ce:1b:41:d4,10.101.223.71,1
00:23:12:25:66:9f,10.120.220.60,1
00:23:12:25:3e:9c,10.124.222.26,1
2c:f0:ee:22:c6:8e,10.107.221.40,1
00:23:12:25:64:cb,10.119.221.31,6
00:23:12:25:36:ee,10.120.220.59,1
04:0c:ce:1b:3c:df,10.105.200.255,1
04:0c:ce:1b:49:2e,10.105.200.33,1
28:9a:fa:39:79:73,10.147.171.179,1
04:0c:ce:1b:47:08,10.144.221.247,1
00:23:12:25:5f:90,10.126.223.101,1
00:23:32:9e:e8:f9,10.171.96.246,1
c8:f6:50:a3:7f:6a,10.106.186.134,1
04:0c:ce:1b:45:ee,10.104.223.41,1
00:23:12:25:4a:f3,10.145.219.218,2
00:1e:c2:c3:50:d2,10.144.219.83,1
04:0c:ce:1b:3f:a3,10.114.223.25,1
04:0c:ce:1b:3d:63,10.101.223.30,1
00:23:12:25:60:55,10.171.206.72,2
04:0c:ce:1b:44:ab,10.145.221.255,1
00:23:12:25:47:ae,10.172.217.8,1
c8:bc:c8:bf:42:f8,10.120.220.129,2
00:25:4b:95:30:54,10.123.223.172,1
00:23:12:25:3d:4b,10.142.219.238,1
04:0c:ce:1b:41:e4,10.114.223.88,1
c8:bc:c8:bf:75:b4,10.120.220.111,4
00:23:12:25:4a:be,10.146.222.246,1
00:23:32:9e:ef:d9,10.171.96.238,1
00:23:12:25:65:97,10.121.221.222,1
00:23:12:25:49:9c,10.171.205.246,1
04:0c:ce:1b:40:36,10.145.222.61,1
04:0c:ce:1b:49:52,10.145.222.117,1
04:0c:ce:1b:3d:5b,10.173.220.190,1
04:0c:ce:1b:42:73,10.142.220.175,1
04:0c:ce:1b:43:dc,10.145.222.48,1
cc:3a:61:73:11:71,10.131.183.25,1
04:0c:ce:1b:3a:f6,10.145.222.103,1
04:0c:ce:1b:47:af,10.122.223.62,1
04:0c:ce:1b:3e:c4,10.145.222.97,1
04:0c:ce:1b:46:e7,10.131.223.121,1
04:0c:ce:1b:42:47,10.145.222.45,1
04:0c:ce:1b:42:4f,10.124.223.71,1
04:0c:ce:1b:41:58,10.145.222.60,1
00:23:12:25:66:8f,10.104.222.215,1
04:0c:ce:1b:3d:70,10.144.222.83,1
00:23:12:25:5f:89,10.104.222.198,1
04:0c:ce:1b:3b:18,10.144.222.81,2
04:0c:ce:1b:46:c0,10.144.222.2,1
00:23:12:23:c5:2e,10.143.222.214,1
04:0c:ce:1b:45:74,10.125.223.70,1
04:0c:ce:1b:3f:78,10.145.221.251,2
00:23:12:25:60:2e,10.171.206.58,2
04:0c:ce:1b:39:18,10.145.222.62,1
04:0c:ce:1b:44:f8,10.145.222.57,1
00:23:32:9e:ea:59,10.171.96.233,1
04:0c:ce:1b:40:ac,10.145.222.119,1
00:23:12:25:3b:b9,10.173.215.113,1
04:0c:ce:1b:42:98,10.144.221.248,2
04:0c:ce:1b:43:45,10.144.222.16,2
04:0c:ce:1b:40:b3,10.101.223.60,1
04:0c:ce:1b:45:54,10.145.222.102,1
04:0c:ce:1b:46:1c,10.109.223.16,2
04:0c:ce:1b:3d:ac,10.144.221.244,2
04:0c:ce:1b:45:98,10.144.221.95,1
2c:f0:ee:1e:91:ce,10.107.221.41,1
2c:f0:ee:1e:94:40,10.107.221.30,1
00:23:12:25:3c:a5,10.123.223.166,1
2c:f0:ee:1e:85:46,10.107.221.35,1
2c:f0:ee:1e:49:f0,10.107.221.42,1
2c:f0:ee:22:00:ce,10.107.221.31,1
a8:20:66:4e:2e:5f,10.11.119.154,3
ac:81:12:01:fa:fa,10.173.223.206,4
04:0c:ce:1b:40:69,10.173.220.131,1
00:23:12:25:66:57,10.171.206.55,2
c8:bc:c8:bf:83:c3,10.123.222.87,1
c8:bc:c8:bf:42:12,10.126.218.144,1
04:0c:ce:1b:3f:68,10.172.220.183,1
5c:96:9d:8d:3a:57,10.143.222.87,1
04:0c:ce:1b:44:24,10.171.219.167,1
00:23:12:25:4a:83,10.172.217.131,1
04:0c:ce:1b:44:4a,10.124.223.73,1
04:0c:ce:1b:47:37,10.172.220.157,1
00:23:12:25:4a:04,10.172.217.21,1
c8:f6:50:a1:f9:2a,10.126.220.147,1
00:23:12:25:5e:c7,10.144.219.62,1
00:23:12:25:4a:5a,10.143.223.132,1
04:0c:ce:1b:3e:69,10.144.221.249,1
04:0c:ce:1b:49:90,10.144.221.245,1
04:0c:ce:1b:46:db,10.124.223.62,1
00:23:12:25:4a:8b,10.172.217.137,1
00:0b:86:c2:3d:1d,10.104.127.250,1
04:0c:ce:1b:43:d5,10.101.223.48,2
00:23:12:25:4b:bc,10.109.221.149,1
04:0c:ce:1b:41:8a,10.101.223.61,1
2c:f0:ee:21:9c:e0,10.147.218.138,2
04:0c:ce:1b:47:62,10.126.222.24,1
20:c9:d0:35:3a:0a,10.120.220.136,1
04:0c:ce:1b:44:67,10.144.222.88,1
04:0c:ce:1b:42:be,10.143.221.140,1
00:23:12:25:62:52,10.125.222.9,1
8c:2d:aa:4d:69:5d,10.172.220.86,1
04:0c:ce:1b:43:cb,10.114.223.85,2
00:23:12:25:5f:30,10.147.218.202,1
c8:bc:c8:c8:19:40,10.120.220.142,2
00:23:12:25:5f:c4,10.107.221.46,1
04:0c:ce:1b:42:46,10.113.222.178,1
04:0c:ce:1b:44:a1,10.172.221.34,1
00:23:12:25:47:f4,10.143.223.129,1
04:0c:ce:1b:45:50,10.171.219.220,1
00:23:12:25:48:a1,10.173.216.89,1
04:0c:ce:1b:3f:1e,10.173.220.104,1
00:23:12:25:4a:40,10.144.219.60,1
04:0c:ce:1b:3a:05,10.101.223.39,2
44:2a:60:db:a3:f9,10.119.223.59,3
00:23:12:25:4a:2a,10.143.223.92,1
04:0c:ce:1b:35:e3,10.101.223.49,1
10:9a:dd:af:ec:bd,10.145.223.137,1
04:0c:ce:1b:46:28,10.110.222.248,1
04:0c:ce:1b:43:08,10.171.220.6,1
04:0c:ce:1b:3b:26,10.145.221.253,1
00:23:12:25:3b:8d,10.142.220.39,1
c8:bc:c8:c2:5a:f2,10.142.220.29,1
00:23:12:25:3d:1e,10.173.215.132,1
04:0c:ce:1b:42:6c,10.101.222.16,1
04:0c:ce:1b:49:60,10.145.221.245,4
00:23:12:25:3a:fa,10.109.221.168,1
c8:bc:c8:bf:44:42,10.120.220.127,4
04:0c:ce:1b:44:7c,10.145.222.7,1
2c:f0:ee:21:d8:46,10.110.221.67,1
04:0c:ce:1b:43:07,10.172.220.185,1
04:0c:ce:1b:3e:d5,10.101.223.58,1
04:0c:ce:1b:43:1d,10.172.219.170,1
00:23:12:25:36:66,10.142.219.236,1
04:0c:ce:1b:39:fe,10.101.223.64,1
04:0c:ce:1b:3d:ec,10.145.222.118,1
04:0c:ce:1b:46:f7,10.171.219.221,1
10:9a:dd:af:f6:48,10.104.223.253,1
04:0c:ce:1b:39:bc,10.101.223.56,2
04:0c:ce:1b:44:3f,10.145.222.1,1
c8:bc:c8:c8:07:65,10.119.221.2,1
00:23:12:25:38:b9,10.142.220.36,1
00:1a:1e:c5:8b:05,10.110.127.251,1
04:0c:ce:1b:4d:35,10.147.221.90,1
04:0c:ce:1b:46:e2,10.145.222.18,1
5c:96:9d:90:10:db,10.109.223.43,1
c8:bc:c8:bf:37:51,10.120.220.120,5
04:0c:ce:1b:44:f4,10.173.220.186,1
04:0c:ce:1b:45:0a,10.173.220.54,1
00:23:32:9e:e3:17,10.172.125.189,2
00:23:12:25:3a:83,10.172.222.118,2
04:0c:ce:1b:3f:8c,10.106.223.22,1
04:0c:ce:1b:3b:3d,10.144.221.241,1
04:0c:ce:1b:45:5e,10.145.222.129,1
04:0c:ce:1b:49:f0,10.173.220.150,1
00:1e:c2:bf:18:d4,10.142.219.244,1
04:0c:ce:1b:3b:99,10.101.223.36,1
04:0c:ce:1b:3a:56,10.145.222.53,1
00:1e:c2:c3:54:0d,10.173.216.93,1
00:23:12:25:5f:7b,10.106.222.212,1
00:24:81:92:d6:fc,10.171.98.144,1
04:0c:ce:1b:3a:24,10.145.222.56,1
c8:bc:c8:b8:8f:31,10.106.221.88,1
04:0c:ce:1b:44:fd,10.146.222.119,1
10:9a:dd:b0:03:b4,10.171.221.177,1
04:0c:ce:1b:4a:d3,10.104.223.46,1
00:23:12:25:61:f2,10.103.221.190,1
04:0c:ce:1b:41:d2,10.171.219.219,1
00:10:49:17:94:98,10.121.239.248,1
04:0c:ce:1b:3b:a0,10.104.222.1,1
00:23:32:9e:f0:22,10.172.125.147,2
00:23:12:25:5d:e6,10.172.219.185,2
00:1e:c2:c1:95:4f,10.110.221.56,1
00:23:12:25:5e:ec,10.119.221.34,1
44:2a:60:db:a6:d0,10.123.223.50,1
04:0c:ce:1b:42:48,10.141.223.69,1
00:23:32:9e:ec:b8,10.172.127.63,3
00:23:12:25:66:7b,10.172.217.124,1
44:2a:60:db:a3:c3,10.123.223.51,2
00:23:12:25:4a:38,10.142.219.235,1
04:0c:ce:1b:45:71,10.110.223.11,2
5c:96:9d:90:4b:fb,10.109.222.230,1
04:0c:ce:1b:3e:6d,10.144.221.94,1
00:1e:c2:bf:8d:ad,10.142.219.243,1
00:23:12:25:66:2b,10.142.220.26,1
04:0c:ce:1b:40:11,10.101.223.27,1
44:2a:60:db:a4:44,10.119.223.56,1
04:0c:ce:1b:3f:d7,10.101.223.42,1
c8:bc:c8:f2:bd:eb,10.144.223.70,1
c8:bc:c8:ca:43:03,10.125.221.240,1
90:48:9a:4f:b2:e9,10.143.220.52,1
90:48:9a:4f:99:db,10.143.219.46,1
90:48:9a:4f:9a:f3,10.143.218.226,1
00:23:12:25:66:35,10.173.216.101,1
2c:f0:ee:22:a2:10,10.104.221.85,1
04:0c:ce:1b:47:bc,10.143.222.71,1
10:9a:dd:53:d0:7e,10.119.127.68,1
00:23:12:25:47:1e,10.114.222.49,1
c8:bc:c8:c0:a9:10,10.119.223.50,1
c8:bc:c8:bf:bf:5d,10.120.220.141,3
00:25:4b:8b:67:6f,10.145.219.219,1
00:23:12:25:65:2d,10.103.221.191,1
10:9a:dd:af:ed:0f,10.171.221.190,1
00:23:12:25:3e:24,10.144.219.61,1
ac:16:2d:07:65:5f,10.171.35.75,1
10:9a:dd:af:f0:b7,10.103.223.186,1
c8:bc:c8:bf:81:b6,10.120.220.121,1
2c:f0:ee:21:ea:80,10.172.217.1,1
2c:f0:ee:21:f2:0e,10.172.217.5,1
2c:f0:ee:1e:a0:78,10.172.216.254,1
2c:f0:ee:1e:92:b6,10.172.217.2,1
2c:f0:ee:1d:83:ec,10.172.217.0,1
2c:f0:ee:1e:ba:fc,10.172.217.6,1
2c:f0:ee:22:04:52,10.172.216.255,1
00:23:12:25:3c:ce,10.142.219.237,1
04:0c:ce:1b:45:7e,10.143.222.81,1
00:23:12:25:65:1d,10.146.223.138,1
44:2a:60:db:a4:2b,10.146.223.96,1
04:0c:ce:1b:3e:02,10.146.222.140,1
04:0c:ce:1b:40:4a,10.145.222.9,1
c8:bc:c8:b8:5c:6e,10.120.220.137,1
00:23:32:9e:f0:0c,10.173.121.236,1
00:23:12:25:36:0c,10.173.156.84,1
04:0c:ce:1b:47:b6,10.146.222.131,1
04:0c:ce:1b:49:ab,10.146.222.124,1
00:23:12:25:5f:3e,10.146.223.139,1
04:0c:ce:1b:4b:b0,10.113.222.184,1
00:23:12:25:3d:ec,10.146.223.127,1
04:0c:ce:1b:3d:64,10.107.222.224,1
04:0c:ce:1b:45:2d,10.101.223.43,1
00:23:12:25:62:49,10.144.221.63,1
0c:4d:e9:be:6c:66,10.192.108.149,1
00:23:12:25:5f:f6,10.173.156.201,1
c8:bc:c8:bf:c0:c0,10.119.223.75,1
00:25:4b:95:30:4e,10.111.221.203,1
00:23:32:94:d1:96,10.173.121.235,1
00:22:41:28:24:c5,10.173.121.201,1
00:e0:d8:16:fd:6b,10.191.97.166,1
2c:f0:ee:1e:28:7c,10.121.221.184,1
2c:f0:ee:21:a0:2c,10.121.221.181,2
2c:f0:ee:1e:ac:84,10.121.221.180,1
2c:f0:ee:21:b2:88,10.121.221.174,1
2c:f0:ee:1e:ae:c4,10.121.221.183,1
2c:f0:ee:21:dc:10,10.121.221.179,1
00:23:12:24:30:63,10.146.223.148,1
2c:f0:ee:1e:76:b0,10.121.221.182,1
04:0c:ce:1b:43:31,10.145.222.8,1
00:23:12:25:60:1c,10.173.156.44,1
00:23:12:25:36:69,10.113.223.141,1
00:23:12:25:3d:3e,10.146.222.213,1
00:23:12:25:60:62,10.143.222.223,1
04:0c:ce:1b:39:88,10.104.223.13,4
10:9a:dd:af:ed:4a,10.101.223.184,1
c8:bc:c8:bf:af:e6,10.131.222.54,1
00:23:12:25:3f:2f,10.110.223.195,1
5c:96:9d:8f:f3:c7,10.113.223.7,1
04:0c:ce:1b:3a:ea,10.145.222.10,1
00:23:12:25:39:90,10.126.223.85,1
04:0c:ce:1b:3f:64,10.101.223.51,1
5c:96:9d:8d:2c:b9,10.113.222.250,1
00:23:12:25:36:df,10.171.206.14,1
04:0c:ce:1b:3e:66,10.144.222.86,1
10:9a:dd:57:94:6e,10.101.127.180,1
00:23:12:25:41:2e,10.142.220.38,1
c8:bc:c8:bf:7f:bd,10.101.222.19,2
c8:bc:c8:b8:5c:b4,10.121.221.188,1
04:0c:ce:1b:43:a4,10.126.222.8,1
04:0c:ce:1b:3a:af,10.141.223.48,1
04:0c:ce:1b:40:26,10.126.221.205,1
00:23:12:25:3f:1f,10.126.223.103,1
38:b1:db:21:f0:81,10.143.219.175,1
38:b1:db:21:f7:95,10.143.218.235,1
00:23:12:25:60:82,10.126.223.238,1
04:0c:ce:1b:39:e7,10.145.222.14,1
04:0c:ce:1b:48:e0,10.115.222.178,1
04:0c:ce:1b:44:b4,10.104.223.55,2
04:0c:ce:1b:49:55,10.103.223.50,1
04:0c:ce:1b:47:8d,10.146.222.134,1
04:0c:ce:1b:41:2e,10.142.219.231,1
04:0c:ce:1b:44:37,10.146.222.143,1
10:9a:dd:ad:37:3c,10.142.223.8,1
04:0c:ce:1b:41:e3,10.122.223.76,1
04:0c:ce:1b:47:45,10.145.222.98,1
38:b1:db:21:c3:55,10.173.216.250,1
38:b1:db:00:4c:c3,10.173.216.69,1
2c:f0:ee:21:9a:2c,10.121.221.158,1
2c:f0:ee:21:6a:a4,10.121.221.152,1
2c:f0:ee:1e:91:e2,10.121.221.159,1
2c:f0:ee:1e:9d:d6,10.121.221.147,1
2c:f0:ee:21:e2:00,10.121.221.154,1
00:23:12:25:36:96,10.121.221.219,1
04:0c:ce:1b:2a:97,10.171.220.9,1
04:0c:ce:1b:2a:8f,10.110.223.2,1
00:1f:5b:c4:3c:30,10.172.217.20,1
c8:bc:c8:bf:34:d6,10.145.219.196,1
00:1e:c2:bf:7e:75,10.145.219.237,1
00:23:12:25:3a:7c,10.142.178.31,1
00:23:32:9e:e9:2b,10.142.103.120,1
10:9a:dd:af:f1:b5,10.126.223.124,1
b0:10:41:2b:a6:fd,10.122.222.41,1
10:9a:dd:51:9a:dd,10.121.127.152,1
c8:bc:c8:bc:26:6b,10.121.223.45,1
00:23:12:25:49:5a,10.172.217.11,1
00:23:12:25:5e:f9,10.145.219.236,1
04:0c:ce:1b:43:ae,10.171.219.47,1
00:23:12:1b:ee:df,10.126.223.91,1
04:0c:ce:1b:48:22,10.145.221.239,1
04:0c:ce:1b:46:16,10.131.223.137,1
00:23:32:9e:df:70,10.172.120.247,1
04:0c:ce:1b:48:36,10.115.222.200,1
c8:bc:c8:b8:8f:40,10.106.221.94,1
b0:10:41:2b:b4:91,10.171.207.47,1
b0:10:41:2b:b7:cd,10.171.206.207,1
2c:f0:ee:21:bd:d2,10.122.221.176,1
2c:f0:ee:21:e6:1e,10.122.221.177,1
2c:f0:ee:1e:74:a6,10.122.221.181,1
00:23:12:25:3c:c8,10.122.223.163,1
ac:16:2d:07:65:46,10.122.35.75,1
00:23:12:25:66:33,10.104.222.203,1
04:0c:ce:1b:4a:84,10.113.222.190,2
00:23:12:25:4a:47,10.143.223.131,1
04:0c:ce:1b:47:bf,10.173.220.164,1
00:23:32:9e:f0:63,10.172.125.188,2
00:23:12:25:48:37,10.172.222.116,2
00:23:12:25:66:10,10.104.222.205,1
44:2a:60:db:a4:43,10.109.221.142,1
04:0c:ce:1b:49:ec,10.114.223.89,2
5c:96:9d:8f:fb:91,10.110.222.228,2
5c:96:9d:8f:dd:01,10.110.222.236,2
5c:96:9d:90:2f:75,10.110.222.235,2
5c:96:9d:8c:a1:5b,10.110.222.218,2
5c:96:9d:8d:14:7d,10.110.222.221,2
5c:96:9d:8d:2d:11,10.110.222.210,2
5c:96:9d:90:43:15,10.110.222.232,2
5c:96:9d:8f:c6:e7,10.110.222.229,2
5c:96:9d:8d:42:03,10.110.222.225,2
5c:96:9d:8f:e2:f7,10.110.222.231,2
00:23:12:25:65:42,10.111.221.213,1
00:23:12:25:63:2f,10.145.219.216,1
00:23:12:25:48:40,10.173.215.97,1
00:23:32:9e:ed:77,10.172.126.56,2
44:2a:60:db:a9:79,10.146.223.97,1
04:0c:ce:1b:42:c5,10.104.223.8,1
04:0c:ce:1b:3d:c6,10.103.223.77,1
c8:bc:c8:bf:7f:6b,10.114.223.233,1
00:23:32:9e:df:08,10.172.125.34,2
00:23:12:25:49:1b,10.172.222.119,3
c8:bc:c8:c7:f5:55,10.106.221.86,1
8c:2d:aa:4b:9f:1f,10.172.220.78,1
c8:bc:c8:bc:31:e0,10.105.199.39,1
04:0c:ce:1b:3a:fe,10.146.222.133,1
04:0c:ce:1b:46:a9,10.120.222.166,1
00:23:32:9e:e2:2b,10.172.126.46,3
00:23:12:25:44:ed,10.172.223.21,3
5c:96:9d:90:42:99,10.110.222.222,1
5c:96:9d:89:58:d7,10.110.222.223,1
04:0c:ce:1b:3b:9b,10.173.220.142,1
a4:17:31:6b:ab:c5,10.145.221.180,3
c8:bc:c8:bf:bf:0e,10.119.223.70,1
04:0c:ce:1b:47:3d,10.126.221.11,1
5c:96:9d:8d:2a:75,10.110.222.244,1
c8:bc:c8:bc:32:07,10.126.218.143,1
5c:96:9d:90:3e:75,10.110.222.214,1
5c:96:9d:89:58:b5,10.110.222.238,1
00:23:12:25:5f:c5,10.171.206.51,1
04:0c:ce:1b:46:9c,10.119.222.187,1
10:9a:dd:af:ec:99,10.141.223.141,2
00:23:12:25:60:17,10.172.222.115,1
04:0c:ce:1b:3c:d9,10.173.220.156,1
00:23:12:25:63:44,10.122.223.167,1
c8:bc:c8:c7:f3:78,10.106.221.97,1
c8:bc:c8:bf:35:04,10.120.220.128,1
04:0c:ce:1b:42:4d,10.146.222.132,1
00:25:4b:b0:37:7a,10.172.125.182,1
00:23:32:9e:f0:6d,10.172.126.57,2
00:23:32:9e:e0:bd,10.172.125.193,3
00:23:12:25:62:23,10.120.220.61,1
00:23:12:25:66:7c,10.172.222.124,1
00:23:12:25:64:61,10.172.221.147,1
c8:bc:c8:bf:75:b0,10.120.220.130,3
00:23:12:25:62:0d,10.126.223.92,1
44:2a:60:db:a7:bc,10.120.220.150,2
00:23:32:9e:ed:1a,10.172.126.53,2
04:0c:ce:1b:45:9f,10.173.220.120,1
04:0c:ce:1b:3e:1e,10.107.222.226,1
00:23:12:25:4a:4a,10.142.219.240,1
00:23:12:25:4a:e1,10.172.223.24,1
00:23:32:9e:f1:ea,10.172.126.48,2
00:23:12:25:3c:ea,10.172.221.204,3
04:0c:ce:1b:3d:c1,10.107.222.227,1
c8:bc:c8:bf:84:4f,10.120.220.132,2
c8:bc:c8:bf:bf:48,10.121.223.119,1
00:23:12:25:66:50,10.104.222.218,1
00:23:32:9e:e1:c4,10.172.125.226,3
00:23:12:25:66:69,10.172.222.175,3
00:19:d2:83:b1:36,10.119.223.16,3
04:0c:ce:1b:3c:ed,10.122.223.56,2
04:0c:ce:1b:43:04,10.101.223.54,2
04:0c:ce:1b:49:85,10.101.223.33,2
04:0c:ce:1b:46:e8,10.147.221.182,1
04:0c:ce:1b:49:8c,10.147.221.183,1
f0:b4:79:63:df:87,10.192.191.52,1
04:0c:ce:1b:49:e5,10.171.220.5,1
04:0c:ce:1b:48:d6,10.172.221.29,1
04:0c:ce:1b:45:70,10.144.222.87,1
00:23:12:25:49:9e,10.121.221.220,1
00:23:32:9e:ec:87,10.172.125.185,2
c8:bc:c8:bf:81:97,10.106.221.93,1
00:23:12:25:4a:fb,10.172.222.86,2
c8:bc:c8:ca:3f:cb,10.106.221.96,1
04:0c:ce:1b:47:8f,10.106.223.34,2
04:0c:ce:1b:4b:11,10.131.223.141,1
04:0c:ce:1b:46:a6,10.144.221.242,1
00:23:32:9e:ec:ac,10.172.125.192,2
04:0c:ce:1b:42:74,10.146.222.129,1
04:0c:ce:1b:44:25,10.144.222.85,1
00:23:12:25:35:9e,10.124.222.33,1
00:23:12:25:5f:83,10.119.221.29,1
04:0c:ce:1b:43:d3,10.126.221.213,1
04:0c:ce:1b:44:2d,10.173.220.130,1
00:23:12:25:35:87,10.145.219.234,1
c8:bc:c8:bf:ce:1a,10.106.221.92,1
00:23:12:25:37:11,10.145.219.244,1
10:9a:dd:b0:05:3b,10.110.223.101,1
04:0c:ce:1b:3f:93,10.103.221.173,2
00:23:12:25:4a:64,10.106.223.153,1
00:23:12:25:41:54,10.173.215.110,1
04:0c:ce:1b:44:27,10.143.192.21,1
00:23:32:9e:f0:ac,10.172.125.183,2
00:0b:86:cb:ea:ab,10.145.118.126,1
00:23:12:25:44:ca,10.171.205.236,1
00:23:12:25:3c:f0,10.121.221.223,1
04:0c:ce:1b:49:e1,10.143.221.144,1
04:0c:ce:1b:49:dd,10.144.222.82,1
00:23:12:23:db:37,10.172.217.111,1
04:0c:ce:1b:3b:f0,10.114.223.87,1
00:23:12:25:66:3d,10.171.206.62,1
38:b1:db:21:ed:05,10.146.220.39,1
b0:10:41:c6:32:93,10.146.220.138,1
04:0c:ce:1b:44:17,10.109.222.250,1
04:0c:ce:1b:3b:0e,10.145.222.20,4
70:cd:60:ff:22:00,10.103.221.177,1
04:0c:ce:1b:40:49,10.122.223.59,2
c8:bc:c8:bf:c2:70,10.106.221.90,2
04:0c:ce:1b:42:0b,10.122.223.73,1
c8:bc:c8:c8:05:71,10.146.221.225,1
c8:bc:c8:bc:31:de,10.120.220.117,1
04:0c:ce:1b:49:09,10.115.222.179,1
00:23:12:25:37:27,10.171.206.64,1
04:0c:ce:1b:49:5f,10.103.223.25,1
10:9a:dd:54:f5:ca,10.144.127.185,1
c8:bc:c8:b8:74:c1,10.144.223.228,1
00:23:32:9c:6f:dd,10.171.96.241,1
00:1f:5b:c4:3c:76,10.143.219.254,1
00:23:12:24:2c:9c,10.171.206.67,1
04:0c:ce:1b:40:91,10.145.222.54,1
00:23:12:25:5f:33,10.173.216.104,1
04:0c:ce:1b:44:4e,10.145.222.134,1
04:0c:ce:1b:49:df,10.110.222.254,1
c8:bc:c8:c8:05:74,10.145.219.197,1
c8:bc:c8:c0:9a:ea,10.119.220.253,1
00:23:12:25:61:c0,10.106.223.163,1
04:0c:ce:1b:4b:92,10.103.223.72,1
04:0c:ce:1b:3e:04,10.171.219.104,1
04:0c:ce:1b:44:fe,10.119.222.202,1
04:0c:ce:1b:45:99,10.146.222.120,3
04:0c:ce:1b:42:12,10.145.222.141,1
04:0c:ce:1b:45:6b,10.104.223.53,1
c8:bc:c8:c8:05:cc,10.106.221.89,1
58:55:ca:15:c7:59,10.143.173.178,2
04:0c:ce:1b:46:fd,10.173.220.191,1
04:0c:ce:1b:47:13,10.146.222.137,1
00:1e:c2:c3:56:4f,10.143.219.196,1
04:0c:ce:1b:47:28,10.103.223.69,1
04:0c:ce:1b:3c:4d,10.144.221.86,3
00:23:12:25:3d:35,10.171.205.235,1
04:0c:ce:1b:45:28,10.146.222.150,1
04:0c:ce:1b:48:f2,10.103.223.61,1
c8:bc:c8:bf:30:52,10.119.223.68,1
04:0c:ce:1b:39:e4,10.125.223.56,1
04:0c:ce:1b:49:88,10.145.222.130,1
04:0c:ce:1b:44:81,10.173.220.141,1
04:0c:ce:1b:46:46,10.146.222.128,1
04:0c:ce:1b:43:b2,10.171.219.65,1
04:0c:ce:1b:44:9a,10.110.222.240,1
04:0c:ce:1b:38:87,10.110.222.162,1
04:0c:ce:1b:45:2f,10.145.221.247,1
00:1f:5b:c4:33:94,10.143.219.195,1
00:23:12:25:64:8e,10.121.223.53,1
04:0c:ce:1b:49:c8,10.146.222.87,1
04:0c:ce:1b:3e:db,10.101.223.26,1
04:0c:ce:1b:3b:4f,10.101.223.25,1
c8:bc:c8:bc:28:d8,10.120.220.147,1
04:0c:ce:1b:3c:53,10.173.220.132,1
04:0c:ce:1b:4b:47,10.103.223.47,1
5c:96:9d:90:2d:25,10.115.222.110,1
00:23:32:9e:f1:4a,10.171.96.231,1
00:23:12:25:60:51,10.171.206.60,1
00:23:12:25:65:91,10.110.221.58,1
00:23:32:96:ec:0d,10.171.96.240,1
ec:0e:c4:6c:b3:2d,10.143.220.8,1
38:b1:db:00:4d:23,10.143.219.216,1
38:b1:db:21:be:f7,10.143.220.85,1
ec:0e:c4:6c:af:fb,10.143.218.160,1
ec:0e:c4:2d:79:a5,10.143.220.120,1
04:0c:ce:1b:3d:34,10.146.222.123,2
